IMEI_no,Device_brand,Device_type,Device_model,Device_status,Registration_date
253918787659011,Xiaomi,smartphone,Redmi 12,active,2022-10-19 05:02:40
428506590512343,Samsung,smartphone,Galaxy S21 FE,active,2021-07-28 18:48:50
753150944087622,Motorola,smartphone,Moto G73,active,2024-10-23 18:16:23
296860103631173,Samsung,smartphone,Galaxy A54,inactive,2021-10-02 23:15:13
138278919678675,Motorola,smartphone,Moto G32,active,2024-04-14 20:31:24
184865048397131,Apple,smartphone,iPhone 14 Pro,active,2022-05-29 02:10:29
970046301213201,Xiaomi,smartphone,Mi 11X,active,2024-08-15 16:24:11
090882695598045,Samsung,smartphone,Galaxy S23,active,2019-07-18 14:01:26
575430501911113,Apple,smartphone,iPhone 14,inactive,2019-07-07 15:44:22
345087897079073,OnePlus,smartphone,OnePlus 10T,lost,2024-01-30 13:43:57
516809729955864,Xiaomi,smartphone,Poco X5,active,2022-09-08 04:55:01
382302498509250,Xiaomi,smartphone,Redmi 10,active,2018-09-21 06:16:12
604898865123422,OnePlus,smartphone,OnePlus Nord CE 3,inactive,2023-07-16 21:17:11
896088269025231,Samsung,smartphone,Galaxy A73,active,2023-07-26 07:26:49
727505901257169,Apple,smartphone,iPhone 14,active,2024-02-13 10:28:09
696359564914422,Xiaomi,smartphone,Redmi Note 13,active,2023-01-03 11:39:50
500441707104323,Samsung,smartphone,Galaxy S22,active,2019-08-11 21:49:41
523740571900677,Xiaomi,smartphone,Poco F5,active,2019-12-02 19:00:16
271503044901659,Oppo,smartphone,Oppo Reno 10,active,2024-01-09 13:47:16
645614928786066,Xiaomi,smartphone,Redmi 9,active,2020-12-27 00:40:45
458574754634440,Apple,smartphone,iPhone 14,active,2021-10-01 07:50:06
992763324177818,Apple,smartphone,iPhone 14,active,2024-09-01 00:51:39
267474072502834,Samsung,smartphone,Galaxy A73,active,2020-09-21 13:20:46
520891763330511,Xiaomi,smartphone,Mi 11X,active,2021-11-21 03:30:30
562070260753628,Realme,smartphone,Realme 10 Pro,active,2019-01-11 17:26:33
510349229448584,Motorola,smartphone,Moto G54,active,2019-06-01 06:28:05
609835958464132,Oppo,smartphone,Oppo A17,active,2023-11-28 18:48:26
986937287063675,Xiaomi,smartphone,Mi 11X,active,2021-09-21 15:53:42
762048254152240,Apple,smartphone,iPhone 15,active,2023-11-16 02:54:00
587324599608529,OnePlus,smartphone,OnePlus 11,active,2022-05-25 11:09:01
408690583602374,Samsung,smartphone,Galaxy A14,active,2022-08-28 05:11:46
073342493690934,Xiaomi,smartphone,Poco C55,inactive,2024-11-21 10:57:30
634542889674869,Vivo,smartphone,Vivo Y22,active,2022-11-01 07:57:05
045352326930922,Google,smartphone,Pixel 6a,active,2020-02-29 05:07:48
795047019453921,Samsung,smartphone,Galaxy A54,active,2023-09-19 16:30:26
760593254053092,Xiaomi,smartphone,Poco M5,active,2022-10-05 04:45:46
229145681681745,Samsung,smartphone,Galaxy F54,active,2023-06-26 23:59:48
279157598682704,Samsung,smartphone,Galaxy S22,active,2018-02-11 18:55:33
626603608215022,Apple,smartphone,iPhone 14 Pro,active,2018-04-23 16:44:33
975793067702727,Samsung,smartphone,Galaxy A54,inactive,2021-05-16 03:43:23
759113961729936,Realme,smartphone,Realme 11 Pro,active,2024-08-31 08:43:11
957958014076414,Xiaomi,smartphone,Redmi 10,active,2020-05-12 03:56:17
399029927471935,Oppo,smartphone,Oppo Reno 10,active,2019-06-18 08:56:06
220295546167759,Google,smartphone,Pixel 6 Pro,active,2018-04-18 20:07:58
467189174524479,OnePlus,smartphone,OnePlus 10T,lost,2020-09-22 17:32:29
376572556985510,Samsung,smartphone,Galaxy S21 FE,lost,2022-06-15 05:54:28
744447526661204,Realme,smartphone,Realme C55,active,2021-03-04 05:02:02
494682770321484,Apple,smartphone,iPhone 15,active,2018-01-05 10:23:32
427233169750811,Vivo,smartphone,Vivo Y56,active,2023-06-27 00:19:54
243424406372600,Samsung,smartphone,Galaxy A34,active,2024-08-20 07:07:14
580349148872110,Xiaomi,smartphone,Redmi 12,inactive,2018-04-28 22:02:42
337949564002708,Samsung,smartphone,Galaxy A73,active,2019-10-20 13:34:59
558210635182587,Xiaomi,smartphone,Poco F5,active,2021-07-29 19:39:51
086399614064134,Apple,smartphone,iPhone 12,active,2018-02-13 08:27:03
410254745151387,OnePlus,smartphone,OnePlus 10 Pro,active,2024-07-09 04:29:42
347087871205721,Oppo,smartphone,Oppo A17,active,2023-12-30 08:01:04
374255358393106,OnePlus,smartphone,OnePlus 11R,active,2020-06-14 18:15:16
934182667160529,Samsung,smartphone,Galaxy S23,active,2018-04-13 11:23:38
481155054317803,Xiaomi,smartphone,Redmi 9,active,2020-04-24 17:58:55
661248873629217,Apple,smartphone,iPhone SE 2022,active,2020-10-27 07:02:37
005550903315543,Xiaomi,smartphone,Redmi 10,active,2024-04-14 13:00:22
746466598549925,Oppo,smartphone,Oppo Reno 10,active,2024-06-22 00:35:34
661151189100113,Google,smartphone,Pixel 7,active,2021-08-23 13:52:30
880967941097354,Xiaomi,smartphone,Poco C55,active,2022-12-24 17:29:46
571481520166997,Realme,smartphone,Realme C55,blocked,2018-11-26 21:36:28
368551518051931,Xiaomi,smartphone,Poco C55,active,2023-09-09 02:50:07
310964053807975,Samsung,smartphone,Galaxy S21 FE,active,2020-10-07 04:18:19
988086577299304,Samsung,smartphone,Galaxy A34,lost,2019-05-30 20:57:10
139482991916747,Samsung,smartphone,Galaxy A54,inactive,2021-11-11 22:41:15
671387668880233,Xiaomi,smartphone,Redmi Note 13,active,2022-07-06 19:32:48
727581445459829,Google,smartphone,Pixel 6a,active,2018-01-14 00:03:10
660419435241593,Oppo,smartphone,Oppo Reno 8,active,2021-05-24 19:20:53
443812253663879,Xiaomi,smartphone,Redmi Note 12,active,2023-02-28 16:23:15
110118153483973,Xiaomi,smartphone,Redmi 10,active,2018-08-17 00:45:03
398157135870741,Samsung,smartphone,Galaxy A54,active,2022-01-18 03:40:54
123861632795418,Realme,smartphone,Realme 9 Pro,active,2024-04-21 15:06:41
441419552923899,Vivo,smartphone,Vivo V27,active,2024-06-06 11:46:29
292675316248866,Apple,smartphone,iPhone 11,active,2019-11-28 15:56:05
648681507846656,Samsung,smartphone,Galaxy S22,active,2020-11-26 03:18:42
599679343484689,Xiaomi,smartphone,Redmi Note 13,blocked,2022-10-01 22:53:29
129248732301968,Apple,smartphone,iPhone SE 2022,active,2022-09-05 19:40:41
597740586247644,Oppo,smartphone,Oppo F21 Pro,lost,2019-01-18 20:51:38
569454526198742,Vivo,smartphone,Vivo Y22,active,2022-11-28 08:43:17
301855262120606,Vivo,smartphone,Vivo V29,active,2020-09-20 00:41:05
114611273664616,OnePlus,smartphone,OnePlus Nord CE2 Lite,active,2024-07-19 01:01:56
331561863772141,Samsung,smartphone,Galaxy A54,lost,2023-05-10 13:15:53
695077017478654,Samsung,smartphone,Galaxy F54,active,2021-09-06 06:02:20
256897351160579,Motorola,smartphone,Moto G42,active,2018-01-25 13:02:59
461809328484873,Samsung,smartphone,Galaxy F54,active,2021-09-13 10:33:55
027132389478086,Samsung,smartphone,Galaxy Note 20,lost,2020-11-17 23:20:02
837383468163870,Vivo,smartphone,Vivo Y56,active,2019-10-02 23:27:57
264622958733281,Apple,smartphone,iPhone 15,active,2018-12-27 09:45:44
051403568546637,Vivo,smartphone,Vivo Y100,active,2020-11-22 01:55:27
074640903344822,Samsung,smartphone,Galaxy F54,active,2021-08-09 15:11:52
794102789102215,Realme,smartphone,Realme Narzo 60,active,2023-11-22 18:59:31
893601104199495,Xiaomi,smartphone,Poco F5,active,2024-04-30 02:23:52
863359507848473,Samsung,smartphone,Galaxy A73,active,2024-04-12 23:30:03
389054289522643,Oppo,smartphone,Oppo A78,blocked,2023-09-19 08:42:40
409083667175464,Realme,smartphone,Realme 11 Pro,active,2023-08-25 00:21:30
854960692785502,Motorola,smartphone,Moto G32,active,2023-12-21 03:29:28
072759923869345,Xiaomi,smartphone,Poco F5,active,2020-05-15 13:01:06
026954659683856,Xiaomi,smartphone,Redmi 9,active,2018-04-14 09:45:16
642786402974768,Vivo,smartphone,Vivo X90,active,2018-09-29 05:53:47
784383634940700,Apple,smartphone,iPhone 15 Pro,lost,2019-07-09 03:15:55
755351763660222,Motorola,smartphone,Moto G42,active,2021-11-30 03:45:48
350164738538061,Realme,smartphone,Realme 10 Pro,active,2021-05-02 19:14:27
088610526371743,Samsung,smartphone,Galaxy A14,active,2024-07-06 20:58:37
203526464420201,Samsung,smartphone,Galaxy A34,active,2019-08-04 08:52:33
364407470939929,Xiaomi,smartphone,Poco F5,active,2024-07-08 05:05:17
528611902226612,Xiaomi,smartphone,Redmi 9,active,2024-11-29 15:44:28
132960582170260,Samsung,smartphone,Galaxy F54,active,2021-11-10 14:21:07
019124752020414,Vivo,smartphone,Vivo T2 Pro,active,2020-07-08 22:51:14
736364964221214,Realme,smartphone,Realme C33,active,2024-10-13 04:46:31
607545465317588,OnePlus,smartphone,OnePlus 11,active,2018-04-16 03:29:35
920617295353833,Vivo,smartphone,Vivo T2 Pro,active,2024-03-21 00:31:15
356023704788987,Xiaomi,smartphone,Redmi Note 12,active,2020-07-27 08:55:51
156414609112094,Samsung,smartphone,Galaxy S22,active,2024-01-03 05:31:04
118564424377602,Xiaomi,smartphone,Poco C55,active,2023-06-15 10:21:25
972326427122684,Oppo,smartphone,Oppo A58,active,2019-10-03 23:57:40
291078885672263,Oppo,smartphone,Oppo Reno 8,active,2020-03-20 00:09:22
367321028125667,Samsung,smartphone,Galaxy M54,active,2024-02-26 14:27:25
265917551078411,Apple,smartphone,iPhone 13,blocked,2019-08-17 12:02:43
022308119999237,Samsung,smartphone,Galaxy A73,active,2019-03-20 07:59:04
160804956288818,Xiaomi,smartphone,Redmi Note 13,active,2023-06-19 11:17:38
151991403712310,OnePlus,smartphone,OnePlus Open,active,2020-06-21 03:29:16
816694264946848,Vivo,smartphone,Vivo T2,active,2022-04-14 16:51:36
946403517681444,Xiaomi,smartphone,Poco M5,active,2019-11-10 09:58:15
358427491471375,Apple,smartphone,iPhone 15,lost,2020-06-17 21:34:58
397933871669874,Xiaomi,smartphone,Redmi Note 12,inactive,2018-03-23 14:52:51
625518130198505,Apple,smartphone,iPhone SE 2022,lost,2021-12-29 01:17:58
113951368514233,Samsung,smartphone,Galaxy S21 FE,active,2023-08-10 11:11:32
443028526197828,Motorola,smartphone,Moto G62,inactive,2023-12-17 02:14:19
386720917065615,Apple,smartphone,iPhone SE 2022,active,2018-12-14 17:12:39
858443275503729,Vivo,smartphone,Vivo Y100,active,2018-04-19 04:15:22
637190598711057,OnePlus,smartphone,OnePlus Open,active,2021-08-13 03:56:03
684950240646600,Apple,smartphone,iPhone 14 Pro,lost,2018-12-01 14:10:01
400751799563722,Google,smartphone,Pixel Fold,blocked,2024-03-13 12:56:08
748890363344807,Xiaomi,smartphone,Redmi 10,active,2024-02-02 01:19:13
383408743348558,OnePlus,smartphone,OnePlus 11R,active,2022-01-22 13:45:18
252360262625477,Google,smartphone,Pixel 6 Pro,inactive,2021-10-04 09:46:21
769976874628545,Xiaomi,smartphone,Redmi 9,active,2024-06-14 14:52:06
523344489431475,Xiaomi,smartphone,Poco X5,active,2024-12-20 07:49:09
994787343277432,Samsung,smartphone,Galaxy A54,active,2023-01-06 21:42:59
243851730220084,OnePlus,smartphone,OnePlus 11,active,2023-04-14 05:36:20
525694649378924,Google,smartphone,Pixel 5a,active,2021-08-07 15:49:44
467731500026060,Xiaomi,smartphone,Redmi Note 12,active,2024-11-16 14:37:10
771665472689001,OnePlus,smartphone,OnePlus 11,active,2019-04-06 00:58:48
468369724407259,Samsung,smartphone,Galaxy A73,inactive,2019-08-28 07:07:53
941656374346512,Xiaomi,smartphone,Poco X5,active,2023-12-04 10:18:13
470836734685001,Samsung,smartphone,Galaxy S22,active,2021-02-07 15:43:44
623989978347263,Samsung,smartphone,Galaxy M54,lost,2020-03-06 16:13:34
409188046509444,Google,smartphone,Pixel 6a,active,2024-12-17 01:49:21
736930842649934,Xiaomi,smartphone,Poco C55,active,2022-11-07 05:38:24
025126493239783,Apple,smartphone,iPhone XR,active,2019-02-03 18:14:43
176491694164471,Xiaomi,smartphone,Poco X5,inactive,2019-05-13 19:33:55
417462064377357,Samsung,smartphone,Galaxy S23,active,2019-02-02 03:16:19
270427549890236,Motorola,smartphone,Moto G32,active,2023-05-12 22:20:56
928768287290685,Samsung,smartphone,Galaxy A73,inactive,2021-10-17 19:23:32
162891615021457,Xiaomi,smartphone,Redmi 9,active,2018-04-18 00:09:45
866958196818825,Samsung,smartphone,Galaxy F54,active,2020-12-29 00:06:15
307008770057653,Apple,smartphone,iPhone 14 Pro,lost,2019-09-29 03:59:59
965944109797688,Xiaomi,smartphone,Poco C55,active,2021-11-03 13:26:48
106607292277546,Samsung,smartphone,Galaxy A14,active,2023-08-08 13:23:52
029086676768737,Samsung,smartphone,Galaxy A34,active,2023-04-23 21:00:19
468294195858906,Xiaomi,smartphone,Redmi 9,active,2022-03-04 13:40:24
855580719502655,Realme,smartphone,Realme GT Neo 5,active,2024-08-27 03:17:14
924532085843279,Apple,smartphone,iPhone 11,active,2022-06-03 17:30:21
309955040221483,Realme,smartphone,Realme C55,active,2022-01-25 11:07:47
584827980534226,Samsung,smartphone,Galaxy F54,active,2024-01-04 01:08:02
435776799345760,Oppo,smartphone,Oppo A77,active,2019-11-27 07:03:44
749503501775460,Samsung,smartphone,Galaxy Note 20,inactive,2022-11-17 22:27:28
854761587084656,Apple,smartphone,iPhone 15 Pro,lost,2023-06-21 20:59:04
515587615901726,Vivo,smartphone,Vivo V27,active,2021-11-04 03:40:01
322735098359145,Samsung,smartphone,Galaxy S22,active,2018-04-23 12:31:29
425060691865060,Realme,smartphone,Realme Narzo 50,active,2021-09-21 17:57:41
714988488195503,Xiaomi,smartphone,Redmi 10,active,2019-01-05 05:27:17
762444403742437,Realme,smartphone,Realme Narzo 50,active,2023-06-06 22:29:56
655217164195198,Motorola,smartphone,Moto Edge 30 Pro,lost,2019-02-01 22:13:00
267025350290585,Vivo,smartphone,Vivo T2 Pro,active,2023-12-09 17:25:05
698408794933893,Apple,smartphone,iPhone 15 Pro,active,2019-02-20 22:29:07
386513525356517,Samsung,smartphone,Galaxy A54,active,2021-05-13 05:56:32
244700935134343,Xiaomi,smartphone,Redmi Note 13,active,2020-05-23 12:48:48
577147050080615,Vivo,smartphone,Vivo Y100,active,2024-02-29 23:01:13
843427753908906,Samsung,smartphone,Galaxy A34,active,2024-03-18 17:35:42
125358497978189,Realme,smartphone,Realme GT Neo 5,inactive,2023-09-13 08:36:57
329886539344308,OnePlus,smartphone,OnePlus Nord CE 3,active,2024-07-01 20:12:23
722957272940144,Xiaomi,smartphone,Redmi Note 13,active,2021-07-15 10:39:27
569787742082500,Samsung,smartphone,Galaxy Note 20,active,2020-06-29 22:43:36
538707883709491,Apple,smartphone,iPhone 13 Mini,active,2018-02-11 20:48:16
040997184416813,Motorola,smartphone,Moto G32,active,2020-08-16 22:03:33
312229800395607,Vivo,smartphone,Vivo T2,active,2023-09-15 17:51:13
395637387048732,Apple,smartphone,iPhone 13,active,2024-07-19 11:36:53
333523049550371,Apple,smartphone,iPhone 12,active,2024-08-17 13:45:01
396769849019413,Vivo,smartphone,Vivo Y22,active,2020-04-18 08:50:55
381459029256028,Samsung,smartphone,Galaxy A14,active,2022-05-12 20:37:49
184658189148528,Apple,smartphone,iPhone 13,active,2021-03-24 10:19:12
955302833083166,Xiaomi,smartphone,Poco F5,active,2018-08-08 07:16:54
263133495790750,Xiaomi,smartphone,Redmi Note 12,active,2023-08-04 13:11:56
045522846559960,Realme,smartphone,Realme Narzo 50,blocked,2019-10-16 20:54:13
484320111745371,Samsung,smartphone,Galaxy A14,active,2021-06-02 13:06:06
465985299040442,Apple,smartphone,iPhone 11,active,2018-04-10 21:22:22
483473422735424,Realme,smartphone,Realme C55,active,2024-04-07 23:06:19
330876849363593,Apple,smartphone,iPhone 14,active,2022-05-02 19:54:38
587439189361939,Samsung,smartphone,Galaxy S23,inactive,2024-05-26 18:56:48
495859704695083,Samsung,smartphone,Galaxy S22,inactive,2022-07-15 13:40:06
058627735581385,OnePlus,smartphone,OnePlus Nord 3,active,2024-10-16 07:45:54
260175668033317,Xiaomi,smartphone,Poco C55,inactive,2023-03-21 08:01:30
504507228355481,Samsung,smartphone,Galaxy A34,active,2024-05-29 15:27:21
365092552139082,Apple,smartphone,iPhone 15,active,2023-09-27 23:33:01
785245508730536,Apple,smartphone,iPhone 14 Pro,active,2021-08-12 00:53:14
074306862037006,Samsung,smartphone,Galaxy S22,active,2019-05-20 11:29:51
164560087573064,Samsung,smartphone,Galaxy F54,active,2019-06-24 20:11:32
063482861336871,Apple,smartphone,iPhone 14,lost,2020-10-27 12:51:24
419334078607752,Samsung,smartphone,Galaxy S23,active,2024-03-22 06:17:34
939339046266637,Samsung,smartphone,Galaxy S22,active,2021-07-10 20:38:58
311881643809247,Xiaomi,smartphone,Redmi 12,active,2021-10-13 11:39:28
335067631921053,Xiaomi,smartphone,Redmi 9,active,2024-01-18 04:39:03
574755573495928,Xiaomi,smartphone,Poco C55,active,2021-12-13 00:30:22
886784932492593,Samsung,smartphone,Galaxy A14,active,2023-07-25 15:52:47
737411351367308,Apple,smartphone,iPhone 13,active,2021-09-06 18:43:37
468066366562158,Apple,smartphone,iPhone 14,active,2018-12-30 04:57:41
108372684562832,Samsung,smartphone,Galaxy A54,active,2021-04-20 23:12:02
900416247765421,Oppo,smartphone,Oppo Reno 8,active,2022-11-20 07:59:05
133032509431117,Xiaomi,smartphone,Poco X5,active,2024-05-05 22:48:43
990276030832199,Xiaomi,smartphone,Redmi 12,active,2019-05-13 19:37:53
513702138722124,Realme,smartphone,Realme GT 5,active,2018-08-19 23:17:23
227735111699084,Xiaomi,smartphone,Redmi Note 13,active,2020-12-15 08:17:10
535175609970883,Xiaomi,smartphone,Redmi 10,active,2018-09-08 05:06:23
563053971379017,Samsung,smartphone,Galaxy S22,active,2024-05-11 12:27:41
632153133701006,Realme,smartphone,Realme Narzo 60,active,2022-08-23 18:52:37
884896667070416,Apple,smartphone,iPhone 14 Pro,active,2019-12-24 01:21:11
703285005171766,Apple,smartphone,iPhone 15 Pro,active,2022-06-19 13:35:23
516433938053562,Xiaomi,smartphone,Poco X5,active,2020-05-01 03:53:00
491609022758656,Realme,smartphone,Realme C30,active,2019-01-15 06:40:35
598752527451688,Google,smartphone,Pixel 6 Pro,active,2023-01-03 16:34:43
086728628700305,Xiaomi,smartphone,Redmi 10,active,2020-11-24 15:32:09
492672574699541,Xiaomi,smartphone,Mi 11X,active,2024-11-16 06:43:45
054278401124922,Vivo,smartphone,Vivo Y22,active,2022-02-22 11:25:34
085342313496364,OnePlus,smartphone,OnePlus 9RT,active,2018-01-20 02:09:54
265330113813062,Apple,smartphone,iPhone SE 2022,active,2023-01-27 21:28:54
662127942330081,Oppo,smartphone,Oppo A58,active,2018-07-17 20:32:45
714213621354996,OnePlus,smartphone,OnePlus Nord 2T,active,2019-03-05 20:30:33
290813447898066,Xiaomi,smartphone,Redmi Note 12,active,2019-03-10 05:05:07
564145501912078,Oppo,smartphone,Oppo Reno 10,inactive,2020-01-14 12:54:22
130582963586333,Xiaomi,smartphone,Redmi 10,active,2022-01-09 11:51:50
296745270339862,Samsung,smartphone,Galaxy A54,active,2022-07-27 15:03:13
681286193887058,Apple,smartphone,iPhone SE 2022,active,2022-03-05 14:18:06
345964110878376,Xiaomi,smartphone,Redmi 12,active,2019-04-29 23:56:11
358284466498412,Xiaomi,smartphone,Redmi 10,blocked,2019-02-14 00:03:28
878196286032359,Oppo,smartphone,Oppo A58,active,2023-03-19 10:40:38
100281200900167,Vivo,smartphone,Vivo V29,active,2020-09-17 20:16:45
273889925886541,OnePlus,smartphone,OnePlus 10 Pro,active,2019-10-25 12:53:55
686963753748235,Xiaomi,smartphone,Poco F5,active,2024-08-19 01:18:31
501523126505339,Samsung,smartphone,Galaxy A73,active,2022-08-06 18:26:54
743477133717725,Samsung,smartphone,Galaxy F54,active,2022-06-27 10:15:27
944853055086794,Xiaomi,smartphone,Poco X5,active,2023-04-13 03:29:08
411971681772962,Samsung,smartphone,Galaxy F54,active,2021-08-01 00:19:13
667057171528956,OnePlus,smartphone,OnePlus Nord CE 3,active,2018-05-12 02:07:58
463081443609919,Samsung,smartphone,Galaxy A73,active,2024-12-21 22:35:29
091456077295411,Vivo,smartphone,Vivo T2 Pro,active,2023-02-27 21:32:48
924008074376807,Motorola,smartphone,Moto G84,active,2019-10-30 05:42:35
017013148536330,Xiaomi,smartphone,Redmi 9,active,2022-02-20 04:03:35
809630898664364,Google,smartphone,Pixel Fold,active,2023-12-22 13:46:36
421204414425244,Xiaomi,smartphone,Poco C55,inactive,2023-04-27 09:05:41
