Port_id,Sim_id,request_date,completion_date,new_operator,Reason
PORT000289,SIM069160,2020-09-17 08:44:33,2020-09-20 20:15:54,Vi,Poor signal strength
PORT000290,SIM003598,2024-05-19 05:14:00,,Airtel,Better customer service
PORT000291,SIM020300,2019-03-08 06:16:03,2019-03-09 22:02:31,Reliance,Relocation to another city
PORT000292,SIM038835,2021-11-29 11:18:20,2021-11-30 23:22:18,BSNL,Better data speed
PORT000293,SIM059084,2022-06-16 05:19:42,2022-06-18 23:25:48,Airtel,Relocation to another city
PORT000294,SIM040371,2021-10-13 11:56:21,2021-10-20 05:53:38,Jio,Network quality issues
PORT000295,SIM063463,2024-10-29 02:11:40,2024-10-30 02:23:21,Jio,Attractive offers from new operator
PORT000296,SIM049894,2021-10-23 23:29:27,2021-10-30 20:44:20,Jio,Lower tariff plans
PORT000297,SIM023076,2020-04-11 06:47:31,2020-04-16 01:34:11,Reliance,Lower tariff plans
PORT000298,SIM054343,2023-05-13 17:46:21,2023-05-20 00:42:23,MTNL,Lower tariff plans
PORT000299,SIM028757,2022-01-20 21:47:16,,Reliance,Poor signal strength
PORT000300,SIM065063,2023-03-19 20:01:20,2023-03-20 21:01:10,Jio,Poor signal strength
PORT000301,SIM010608,2023-07-03 22:32:42,2023-07-05 08:48:34,BSNL,Attractive offers from new operator
PORT000302,SIM009111,2024-12-29 18:01:30,,Idea,Network quality issues
PORT000303,SIM040825,2019-04-10 07:48:06,2019-04-11 10:33:23,Jio,Network quality issues
PORT000304,SIM067251,2021-02-20 13:15:31,2021-02-23 18:38:00,Aircel,Attractive offers from new operator
PORT000305,SIM007247,2023-06-23 07:36:12,2023-06-27 12:10:55,Tata Docomo,Lower tariff plans
PORT000306,SIM018109,2021-10-03 23:55:54,2021-10-09 21:04:21,Vi,Friend recommendation
PORT000307,SIM066602,2019-09-11 06:32:26,2019-09-17 16:30:55,Reliance,Friend recommendation
PORT000308,SIM016960,2019-11-21 15:25:21,2019-11-24 13:24:05,Airtel,Relocation to another city
PORT000309,SIM040509,2020-07-18 10:41:02,2020-07-23 05:08:29,Airtel,Better network coverage
PORT000310,SIM009718,2022-08-02 18:25:39,2022-08-04 03:53:13,Jio,Relocation to another city
PORT000311,SIM038685,2024-12-28 04:31:57,,Idea,Better network coverage
PORT000312,SIM062410,2021-11-29 07:18:12,2021-11-30 11:20:41,Vi,Poor signal strength
PORT000313,SIM007359,2023-01-30 00:29:55,2023-02-05 20:33:15,Jio,Lower tariff plans
PORT000314,SIM048935,2020-12-24 03:14:54,2020-12-29 21:32:11,Airtel,Better data speed
PORT000315,SIM035926,2018-12-21 05:12:47,2018-12-26 06:32:51,BSNL,Better network coverage
PORT000316,SIM016473,2019-10-09 15:01:25,2019-10-12 09:23:58,Idea,Relocation to another city
PORT000317,SIM007728,2023-07-19 21:44:21,2023-07-26 13:46:27,Aircel,Better network coverage
PORT000318,SIM056889,2024-12-26 09:16:25,,Reliance,Network quality issues
PORT000319,SIM054811,2024-02-05 17:27:23,2024-02-10 02:59:24,Airtel,Better data speed
PORT000320,SIM008168,2024-12-24 15:44:35,,Reliance,Relocation to another city
PORT000321,SIM005544,2021-02-14 20:24:12,2021-02-21 19:26:21,Reliance,Friend recommendation
PORT000322,SIM047431,2024-12-27 09:17:25,,Airtel,Better network coverage
PORT000323,SIM066096,2024-04-26 03:35:04,2024-04-27 04:56:14,Vi,Network quality issues
PORT000324,SIM000336,2023-02-04 22:10:31,2023-02-09 12:10:18,Idea,Attractive offers from new operator
PORT000325,SIM041119,2023-04-06 13:53:46,2023-04-13 03:11:09,MTNL,Better network coverage
PORT000326,SIM055049,2018-12-12 19:11:49,,Vi,Better data speed
PORT000327,SIM063149,2024-12-24 15:22:53,2024-12-29 00:45:18,Tata Docomo,Friend recommendation
PORT000328,SIM057770,2022-06-28 21:32:42,2022-07-01 19:18:46,Airtel,Network quality issues
PORT000329,SIM033569,2019-02-05 05:56:51,2019-02-11 15:22:02,Idea,Network quality issues
PORT000330,SIM028584,2021-02-11 09:17:44,2021-02-12 21:58:36,Tata Docomo,Friend recommendation
PORT000331,SIM000820,2020-09-01 12:06:47,2020-09-02 15:15:12,Tata Docomo,Better customer service
PORT000332,SIM058119,2023-01-06 20:06:51,2023-01-08 21:36:57,Airtel,Better customer service
PORT000333,SIM008195,2024-12-25 15:13:26,2024-12-27 23:39:14,BSNL,Lower tariff plans
PORT000334,SIM004672,2024-12-26 03:23:08,,MTNL,Poor signal strength
PORT000335,SIM010207,2021-05-09 03:45:46,2021-05-13 16:44:08,Jio,Lower tariff plans
PORT000336,SIM069387,2019-04-07 11:42:44,2019-04-11 04:38:34,BSNL,Friend recommendation
PORT000337,SIM036465,2022-10-12 22:06:45,2022-10-17 11:17:29,Reliance,Poor signal strength
PORT000338,SIM067838,2024-12-26 10:35:36,2024-12-28 20:46:13,BSNL,Friend recommendation
PORT000339,SIM030492,2022-05-23 07:41:34,2022-05-29 22:24:12,Jio,Relocation to another city
PORT000340,SIM068915,2024-04-04 10:37:49,2024-04-08 02:35:44,Aircel,Network quality issues
PORT000341,SIM064564,2022-08-13 17:18:45,2022-08-15 04:20:34,Tata Docomo,Lower tariff plans
PORT000342,SIM023077,2023-06-14 17:53:25,2023-06-19 06:46:48,MTNL,Attractive offers from new operator
PORT000343,SIM052192,2024-09-15 16:13:48,2024-09-21 21:00:50,Vi,Network quality issues
PORT000344,SIM034841,2019-08-08 07:17:53,,Tata Docomo,Relocation to another city
PORT000345,SIM048357,2023-11-21 18:27:59,2023-11-27 14:42:59,Aircel,Better customer service
PORT000346,SIM030367,2018-10-10 09:18:36,2018-10-13 02:40:29,Tata Docomo,Relocation to another city
PORT000347,SIM007389,2024-12-26 09:07:10,2024-12-29 12:27:27,Idea,Poor signal strength
PORT000348,SIM003195,2019-03-04 22:22:01,2019-03-07 10:26:28,Tata Docomo,Lower tariff plans
PORT000349,SIM032837,2022-12-23 13:25:07,2022-12-27 10:31:37,Aircel,Better customer service
PORT000350,SIM043339,2024-05-23 12:48:21,2024-05-26 14:18:21,Vi,Poor signal strength
PORT000351,SIM057557,2021-03-28 19:28:10,2021-04-04 00:35:29,Reliance,Lower tariff plans
PORT000352,SIM058284,2023-09-13 09:40:51,2023-09-15 09:53:14,Tata Docomo,Better data speed
PORT000353,SIM027431,2020-12-24 07:01:20,2020-12-30 07:45:40,Vi,Network quality issues
PORT000354,SIM047480,2023-06-01 22:43:28,,Idea,Attractive offers from new operator
PORT000355,SIM000014,2023-01-27 15:40:58,2023-02-03 05:25:07,Reliance,Friend recommendation
PORT000356,SIM053976,2020-06-11 21:40:35,2020-06-14 16:07:53,BSNL,Attractive offers from new operator
PORT000357,SIM039758,2022-04-29 04:18:48,2022-05-03 09:57:06,Reliance,Lower tariff plans
PORT000358,SIM021053,2023-12-15 02:04:21,2023-12-21 08:42:32,Airtel,Network quality issues
PORT000359,SIM036314,2024-11-19 09:40:17,2024-11-23 04:18:45,Reliance,Attractive offers from new operator
PORT000360,SIM011797,2019-08-01 02:56:58,2019-08-03 01:36:08,Tata Docomo,Better customer service
PORT000361,SIM051557,2024-09-22 06:32:21,2024-09-27 22:55:04,Jio,Friend recommendation
PORT000362,SIM018337,2021-10-28 00:50:16,2021-11-01 08:07:18,Reliance,Network quality issues
PORT000363,SIM058229,2020-03-03 21:32:30,2020-03-07 00:01:49,BSNL,Lower tariff plans
PORT000364,SIM038390,2022-05-10 14:45:30,,Reliance,Better data speed
PORT000365,SIM002890,2023-08-16 07:11:15,2023-08-20 09:53:41,MTNL,Better network coverage
PORT000366,SIM029125,2024-12-05 20:32:23,2024-12-08 22:20:02,MTNL,Lower tariff plans
PORT000367,SIM006142,2020-08-02 07:27:33,2020-08-04 15:09:35,MTNL,Lower tariff plans
PORT000368,SIM007190,2024-08-12 12:21:55,2024-08-15 10:18:04,Vi,Better data speed
PORT000369,SIM000629,2020-02-22 15:37:29,,Airtel,Poor signal strength
PORT000370,SIM026606,2022-12-20 00:02:39,,BSNL,Poor signal strength
PORT000371,SIM000202,2022-06-06 03:25:13,2022-06-12 03:30:26,Jio,Lower tariff plans
PORT000372,SIM025982,2021-02-23 08:19:29,2021-02-26 15:55:54,Airtel,Relocation to another city
PORT000373,SIM018158,2023-01-26 19:49:04,2023-01-31 12:54:44,MTNL,Relocation to another city
PORT000374,SIM001588,2023-01-30 17:13:09,,Vi,Friend recommendation
PORT000375,SIM060830,2020-05-11 01:51:33,2020-05-17 08:50:09,Idea,Lower tariff plans
PORT000376,SIM025401,2020-07-03 04:27:46,2020-07-06 18:52:59,BSNL,Poor signal strength
PORT000377,SIM015902,2023-10-26 19:47:34,2023-10-29 05:03:54,BSNL,Lower tariff plans
PORT000378,SIM035886,2023-05-08 22:55:45,2023-05-14 16:44:44,Reliance,Better customer service
PORT000379,SIM045028,2021-12-14 01:53:36,2021-12-19 01:13:51,Vi,Lower tariff plans
PORT000380,SIM029288,2019-07-10 21:13:15,,BSNL,Better data speed
PORT000381,SIM004236,2024-10-16 06:33:10,2024-10-22 14:25:53,Jio,Better data speed
PORT000382,SIM040452,2019-10-05 19:03:42,,Aircel,Better customer service
PORT000383,SIM008267,2022-05-23 01:44:00,2022-05-29 00:13:10,BSNL,Lower tariff plans
PORT000384,SIM004988,2024-11-18 02:53:58,2024-11-21 06:19:52,BSNL,Relocation to another city
PORT000385,SIM026138,2021-02-24 09:24:23,2021-03-02 12:12:23,BSNL,Lower tariff plans
PORT000386,SIM000258,2021-05-08 06:28:22,2021-05-13 19:11:49,Idea,Better network coverage
PORT000387,SIM013709,2020-09-19 20:51:22,2020-09-26 12:33:54,Airtel,Lower tariff plans
PORT000388,SIM009403,2018-12-15 12:30:05,2018-12-19 15:30:10,BSNL,Relocation to another city
PORT000389,SIM039016,2024-03-10 20:26:21,2024-03-17 16:25:21,Tata Docomo,Network quality issues
PORT000390,SIM048967,2024-01-28 01:45:42,2024-02-03 08:48:24,Tata Docomo,Poor signal strength
PORT000391,SIM053578,2022-12-22 02:14:39,2022-12-25 18:02:29,Jio,Better data speed
PORT000392,SIM036453,2022-11-20 21:30:56,,Jio,Better customer service
PORT000393,SIM026816,2024-06-11 10:36:41,,Tata Docomo,Better network coverage
PORT000394,SIM057603,2019-12-14 04:08:18,2019-12-19 19:11:55,Jio,Better network coverage
PORT000395,SIM002504,2018-10-19 19:00:44,2018-10-21 20:10:42,Reliance,Lower tariff plans
PORT000396,SIM060573,2021-09-29 01:20:58,2021-10-01 13:00:39,Tata Docomo,Friend recommendation
PORT000397,SIM024349,2022-10-30 11:54:17,2022-11-05 08:38:44,Vi,Poor signal strength
PORT000398,SIM026403,2023-08-18 08:04:52,2023-08-22 06:34:33,Vi,Friend recommendation
PORT000399,SIM062892,2024-09-17 18:59:24,2024-09-22 17:25:43,Vi,Better data speed
PORT000400,SIM034685,2022-08-26 20:18:09,2022-08-31 00:07:06,Idea,Better network coverage
PORT000401,SIM025612,2023-10-18 00:37:08,2023-10-21 04:38:46,Reliance,Friend recommendation
PORT000402,SIM025582,2024-12-17 07:47:55,2024-12-21 15:35:46,Airtel,Better customer service
PORT000403,SIM020091,2024-12-24 05:50:34,2024-12-28 14:55:16,Idea,Network quality issues
PORT000404,SIM045507,2019-04-29 19:51:49,2019-05-04 16:18:54,Reliance,Better network coverage
PORT000405,SIM046951,2020-06-17 13:22:04,2020-06-24 09:25:37,BSNL,Attractive offers from new operator
PORT000406,SIM053712,2021-08-20 06:02:12,2021-08-26 14:33:15,MTNL,Poor signal strength
PORT000407,SIM007442,2018-09-04 09:47:28,,Airtel,Network quality issues
PORT000408,SIM023682,2022-03-19 10:40:07,2022-03-25 04:46:27,MTNL,Better data speed
PORT000409,SIM008696,2020-08-11 21:00:53,,Airtel,Friend recommendation
PORT000410,SIM037569,2024-12-01 15:49:26,,Idea,Better customer service
PORT000411,SIM038896,2024-12-30 08:27:20,,Aircel,Relocation to another city
PORT000412,SIM052804,2021-11-18 17:31:20,,Jio,Better customer service
PORT000413,SIM047353,2023-11-09 23:03:11,2023-11-15 20:34:08,Aircel,Better data speed
PORT000414,SIM008436,2019-11-04 14:45:54,2019-11-07 12:07:24,Vi,Attractive offers from new operator
PORT000415,SIM000603,2022-01-14 08:36:41,2022-01-16 07:38:31,Reliance,Network quality issues
PORT000416,SIM013609,2024-10-22 17:33:12,2024-10-27 01:41:57,Airtel,Better customer service
PORT000417,SIM043440,2021-05-02 19:18:49,2021-05-05 10:21:25,Idea,Attractive offers from new operator
PORT000418,SIM003562,2020-07-10 16:15:52,2020-07-16 19:33:14,Tata Docomo,Better network coverage
PORT000419,SIM035289,2021-06-28 15:24:23,2021-07-04 06:31:38,Jio,Attractive offers from new operator
PORT000420,SIM034087,2022-08-15 22:16:52,2022-08-17 08:00:36,Reliance,Relocation to another city
PORT000421,SIM035035,2021-06-08 00:10:23,2021-06-11 18:42:13,Tata Docomo,Friend recommendation
PORT000422,SIM016842,2020-02-17 09:13:31,2020-02-23 18:48:46,Airtel,Friend recommendation
PORT000423,SIM051276,2021-06-25 00:18:52,2021-06-26 01:27:28,Airtel,Relocation to another city
PORT000424,SIM001666,2020-12-05 23:24:17,2020-12-11 04:33:32,Tata Docomo,Better data speed
PORT000425,SIM007175,2023-12-26 13:58:31,2023-12-31 04:42:57,MTNL,Lower tariff plans
PORT000426,SIM010433,2024-12-30 13:50:48,,BSNL,Poor signal strength
PORT000427,SIM037009,2021-10-07 06:05:47,2021-10-11 12:12:19,MTNL,Better network coverage
PORT000428,SIM047127,2020-06-08 22:37:37,2020-06-11 05:32:36,Idea,Friend recommendation
PORT000429,SIM007584,2021-08-12 05:28:15,2021-08-15 02:33:16,MTNL,Lower tariff plans
PORT000430,SIM041656,2022-03-03 09:48:46,2022-03-08 05:30:25,BSNL,Relocation to another city
PORT000431,SIM003748,2020-07-12 02:51:26,2020-07-13 04:18:01,Airtel,Better data speed
PORT000432,SIM026439,2022-05-21 14:06:46,2022-05-24 11:53:46,Tata Docomo,Friend recommendation
PORT000433,SIM000562,2021-09-26 16:42:29,,Jio,Poor signal strength
PORT000434,SIM056395,2022-05-29 05:13:06,2022-05-31 06:38:49,Vi,Lower tariff plans
PORT000435,SIM003328,2020-04-11 15:17:18,2020-04-13 19:40:07,Tata Docomo,Better customer service
PORT000436,SIM059784,2019-05-07 18:22:26,2019-05-13 22:33:32,BSNL,Lower tariff plans
PORT000437,SIM010015,2018-11-27 12:05:46,2018-12-04 09:10:23,Vi,Attractive offers from new operator
PORT000438,SIM027284,2019-09-20 08:08:00,,Jio,Better customer service
PORT000439,SIM022819,2024-12-29 14:35:50,,Tata Docomo,Network quality issues
PORT000440,SIM062877,2024-12-26 23:12:10,,Idea,Relocation to another city
PORT000441,SIM029114,2022-06-07 08:39:57,2022-06-10 10:18:37,Vi,Attractive offers from new operator
PORT000442,SIM018003,2022-05-03 14:07:56,,Aircel,Better customer service
PORT000443,SIM050151,2023-09-17 11:47:33,,Reliance,Relocation to another city
PORT000444,SIM042129,2024-08-16 02:31:34,2024-08-17 05:26:55,Idea,Better customer service
PORT000445,SIM031374,2021-08-15 02:06:38,2021-08-20 17:30:42,Aircel,Better data speed
PORT000446,SIM068314,2021-04-15 21:59:13,2021-04-20 05:35:10,Reliance,Better customer service
PORT000447,SIM049827,2020-07-31 17:47:54,2020-08-07 13:22:07,Jio,Network quality issues
PORT000448,SIM035861,2021-11-10 14:01:59,2021-11-16 17:48:32,Vi,Relocation to another city
PORT000449,SIM069715,2024-12-25 09:33:33,2024-12-27 09:20:22,Tata Docomo,Lower tariff plans
PORT000450,SIM036435,2024-11-27 00:34:18,2024-11-30 04:45:47,Reliance,Relocation to another city
PORT000451,SIM059314,2023-07-04 05:08:00,2023-07-06 12:15:09,MTNL,Lower tariff plans
PORT000452,SIM003616,2023-08-21 23:08:33,2023-08-27 08:33:50,Idea,Friend recommendation
PORT000453,SIM040878,2018-11-09 17:12:12,2018-11-14 11:40:40,Reliance,Network quality issues
PORT000454,SIM035133,2022-10-09 08:44:53,2022-10-10 13:18:24,Aircel,Lower tariff plans
PORT000455,SIM042960,2020-09-15 06:25:03,,Idea,Better customer service
PORT000456,SIM033953,2022-04-12 04:58:45,,BSNL,Friend recommendation
PORT000457,SIM028308,2020-01-02 18:04:19,2020-01-09 05:31:28,Tata Docomo,Better data speed
PORT000458,SIM027154,2021-01-26 21:03:19,,BSNL,Poor signal strength
PORT000459,SIM060936,2019-09-11 07:44:29,2019-09-12 12:24:02,Jio,Better network coverage
PORT000460,SIM055254,2020-06-24 14:50:19,2020-06-26 03:58:26,Tata Docomo,Better customer service
PORT000461,SIM057286,2023-06-20 05:33:22,2023-06-22 05:35:51,BSNL,Relocation to another city
PORT000462,SIM035368,2019-11-20 16:26:57,2019-11-23 15:52:59,MTNL,Better network coverage
PORT000463,SIM056761,2019-11-08 08:44:03,2019-11-09 16:55:46,BSNL,Attractive offers from new operator
PORT000464,SIM049428,2021-04-06 03:41:41,,Tata Docomo,Poor signal strength
PORT000465,SIM006117,2023-07-14 10:58:43,2023-07-17 01:09:19,MTNL,Relocation to another city
PORT000466,SIM010521,2019-11-19 12:59:08,2019-11-23 04:04:20,Reliance,Better data speed
PORT000467,SIM031857,2019-09-25 06:19:08,2019-09-27 07:13:57,Airtel,Poor signal strength
PORT000468,SIM033715,2024-01-17 15:23:19,2024-01-24 09:11:44,MTNL,Friend recommendation
PORT000469,SIM030591,2018-10-17 13:33:00,2018-10-22 16:59:59,Vi,Better data speed
PORT000470,SIM052193,2020-04-19 13:58:07,,Vi,Poor signal strength
PORT000471,SIM019474,2021-01-31 13:14:32,2021-02-02 14:30:54,Vi,Better customer service
PORT000472,SIM018586,2024-08-19 01:08:43,2024-08-25 22:35:05,Vi,Better data speed
PORT000473,SIM066674,2024-07-18 14:34:37,,Idea,Friend recommendation
PORT000474,SIM050675,2020-01-23 01:02:04,2020-01-27 07:47:00,Tata Docomo,Attractive offers from new operator
PORT000475,SIM054859,2021-01-18 01:41:33,2021-01-24 10:57:00,BSNL,Poor signal strength
PORT000476,SIM007768,2024-06-07 17:08:22,,Airtel,Poor signal strength
PORT000477,SIM025017,2022-04-29 22:21:54,2022-05-01 17:24:05,Idea,Lower tariff plans
PORT000478,SIM022621,2023-03-03 07:32:55,2023-03-09 03:51:50,BSNL,Better network coverage
PORT000479,SIM061309,2021-09-27 03:30:22,2021-09-29 04:21:47,Airtel,Better data speed
PORT000480,SIM004451,2024-12-25 12:27:08,,Airtel,Friend recommendation
PORT000481,SIM066802,2024-04-06 12:34:54,2024-04-12 18:12:49,Jio,Better data speed
PORT000482,SIM028171,2021-06-23 07:42:47,2021-06-29 03:02:44,Vi,Friend recommendation
PORT000483,SIM003443,2024-08-28 19:21:22,,Vi,Lower tariff plans
PORT000484,SIM007403,2021-07-15 02:24:31,2021-07-20 22:57:13,BSNL,Poor signal strength
PORT000485,SIM014031,2023-07-07 06:22:11,,Tata Docomo,Network quality issues
PORT000486,SIM015578,2023-08-08 10:19:34,,Airtel,Poor signal strength
PORT000487,SIM038768,2020-02-24 23:58:08,2020-02-26 19:17:32,Airtel,Network quality issues
PORT000488,SIM003573,2024-12-04 23:11:56,2024-12-06 11:36:07,Reliance,Better customer service
PORT000489,SIM014011,2024-02-10 18:51:21,2024-02-14 17:48:33,MTNL,Relocation to another city
PORT000490,SIM058272,2022-09-22 16:02:12,2022-09-28 07:40:29,BSNL,Lower tariff plans
PORT000491,SIM067477,2019-07-25 02:30:34,2019-07-27 18:53:18,Jio,Lower tariff plans
PORT000492,SIM019078,2021-12-02 11:01:12,,Airtel,Relocation to another city
PORT000493,SIM031820,2022-02-02 00:30:01,,Idea,Network quality issues
PORT000494,SIM016527,2024-12-26 04:48:10,,Reliance,Poor signal strength
PORT000495,SIM014185,2023-10-22 23:51:41,2023-10-25 21:33:34,BSNL,Better customer service
PORT000496,SIM064268,2019-02-21 23:19:52,,MTNL,Better network coverage
PORT000497,SIM026539,2020-08-18 22:28:18,2020-08-25 09:28:43,BSNL,Poor signal strength
PORT000498,SIM017274,2019-11-03 13:54:39,2019-11-08 11:51:15,Idea,Attractive offers from new operator
PORT000499,SIM034354,2024-10-03 07:27:29,2024-10-06 00:40:00,Tata Docomo,Friend recommendation
PORT000500,SIM001817,2024-02-23 00:16:40,,MTNL,Relocation to another city
PORT000501,SIM064293,2021-09-02 08:39:44,2021-09-03 12:01:04,MTNL,Lower tariff plans
PORT000502,SIM021414,2023-11-13 01:08:05,2023-11-15 12:18:34,Vi,Attractive offers from new operator
PORT000503,SIM018956,2019-03-08 03:41:07,2019-03-15 03:38:14,Idea,Better customer service
PORT000504,SIM000673,2018-11-21 01:58:48,2018-11-24 14:38:44,MTNL,Better network coverage
PORT000505,SIM030092,2021-08-12 08:46:19,2021-08-16 01:26:19,Jio,Lower tariff plans
PORT000506,SIM062001,2024-06-07 17:12:06,2024-06-13 06:17:10,MTNL,Better network coverage
PORT000507,SIM003706,2022-02-03 15:02:52,2022-02-08 22:42:21,Vi,Lower tariff plans
PORT000508,SIM069255,2020-10-19 00:42:58,,Airtel,Better network coverage
PORT000509,SIM060736,2019-11-09 05:01:22,2019-11-14 18:50:59,Reliance,Relocation to another city
PORT000510,SIM057484,2023-06-03 01:59:34,2023-06-09 10:27:07,BSNL,Network quality issues
PORT000511,SIM032016,2024-12-30 19:16:19,,MTNL,Lower tariff plans
PORT000512,SIM043306,2020-10-28 10:47:29,2020-10-29 14:41:27,Airtel,Relocation to another city
